order_id,order_placement_date,customer_id,product_id,delivery_qty,order_qty
FJUN611520101,08-06-2022,789520,25891101,427,475
FJUN69720403,08-06-2022,789720,25891101,500,500
FJUN611301603,08-06-2022,789301,25891101,437,437
FJUN69103501,08-06-2022,789103,25891101,376,376
FJUN610221301,08-06-2022,789221,25891101,406,451
FJUN611202602,08-06-2022,789202,25891101,280,311
FJUN69522101,08-06-2022,789522,25891101,414,414
FJUN610522201,08-06-2022,789522,25891101,342,342
FJUN611522501,08-06-2022,789522,25891101,437,437
FJUN611201101,08-06-2022,789201,25891101,439,439
FJUN610203603,08-06-2022,789203,25891603,157,157
FJUN610220603,08-06-2022,789220,25891603,135,150
FJUN69703603,08-06-2022,789703,25891603,186,186
FJUN610721603,08-06-2022,789721,25891603,69,69
FJUN611721603,08-06-2022,789721,25891603,173,173
FJUN69403603,08-06-2022,789403,25891603,115,115
FJUN611403603,08-06-2022,789403,25891603,198,198
FJUN69121603,08-06-2022,789121,25891603,74,74
FJUN610121603,08-06-2022,789121,25891603,85,85
FJUN611121603,08-06-2022,789121,25891603,164,164
FJUN69903603,08-06-2022,789903,25891603,156,173
FJUN611702603,08-06-2022,789702,25891603,155,194
FJUN611521603,08-06-2022,789521,25891603,109,121
FJUN611720603,08-06-2022,789720,25891603,62,77
FJUN610401603,08-06-2022,789401,25891603,122,122
FJUN610301603,08-06-2022,789301,25891603,86,86
FJUN611301603,08-06-2022,789301,25891603,102,102
FJUN611122603,08-06-2022,789122,25891603,60,75
FJUN69101603,08-06-2022,789101,25891603,61,76
FJUN69303603,08-06-2022,789303,25891603,106,112
FJUN611622603,08-06-2022,789622,25891603,49,55
FJUN611601603,08-06-2022,789601,25891603,129,161
FJUN610203303,08-06-2022,789203,25891303,82,82
FJUN610320601,08-06-2022,789320,25891303,79,83
FJUN610220603,08-06-2022,789220,25891303,21,23
FJUN69420303,08-06-2022,789420,25891303,79,83
FJUN69403603,08-06-2022,789403,25891303,43,43
FJUN610501501,08-06-2022,789501,25891303,58,58
FJUN69902601,08-06-2022,789902,25891303,25,25
FJUN611520303,08-06-2022,789520,25891303,67,67
FJUN611702603,08-06-2022,789702,25891303,72,76
FJUN69301602,08-06-2022,789301,25891303,63,63
FJUN611103303,08-06-2022,789103,25891303,65,81
FJUN69202503,08-06-2022,789202,25891303,57,57
FJUN69522303,08-06-2022,789522,25891303,94,94
FJUN69303603,08-06-2022,789303,25891303,71,71
FJUN611503501,08-06-2022,789503,25891303,22,24
FJUN69321502,08-06-2022,789321,25891303,27,27
FJUN610321303,08-06-2022,789321,25891303,35,35
FJUN610622501,08-06-2022,789622,25891303,72,72
FJUN610721602,08-06-2022,789721,25891502,122,122
FJUN611403601,08-06-2022,789403,25891502,126,126
FJUN610501502,08-06-2022,789501,25891502,166,166
FJUN611102502,08-06-2022,789102,25891502,168,168
FJUN611902502,08-06-2022,789902,25891502,122,152
FJUN610421502,08-06-2022,789421,25891502,187,197
FJUN611421502,08-06-2022,789421,25891502,185,195
FJUN610603502,08-06-2022,789603,25891502,243,243
FJUN610401603,08-06-2022,789401,25891502,214,214
FJUN69122502,08-06-2022,789122,25891502,94,118
FJUN610101502,08-06-2022,789101,25891502,107,107
FJUN69522502,08-06-2022,789522,25891502,150,167
FJUN611522502,08-06-2022,789522,25891502,157,165
FJUN69503602,08-06-2022,789503,25891502,170,170
FJUN610503502,08-06-2022,789503,25891502,220,220
FJUN69321502,08-06-2022,789321,25891502,213,213
FJUN610601502,08-06-2022,789601,25891502,213,224
FJUN611703403,08-06-2022,789703,25891403,361,361
FJUN610721602,08-06-2022,789721,25891403,454,454
FJUN69420403,08-06-2022,789420,25891403,359,378
FJUN610420403,08-06-2022,789420,25891403,323,323
FJUN69403403,08-06-2022,789403,25891403,290,290
FJUN69121403,08-06-2022,789121,25891403,319,319
FJUN610501403,08-06-2022,789501,25891403,444,444
FJUN611501403,08-06-2022,789501,25891403,235,261
FJUN611102403,08-06-2022,789102,25891403,376,376
FJUN69421403,08-06-2022,789421,25891403,359,378
FJUN610402403,08-06-2022,789402,25891403,452,452
FJUN610520403,08-06-2022,789520,25891403,339,424
FJUN69720403,08-06-2022,789720,25891403,267,267
FJUN69301602,08-06-2022,789301,25891403,427,427
FJUN610101403,08-06-2022,789101,25891403,211,222
FJUN69221403,08-06-2022,789221,25891403,266,266
FJUN610321403,08-06-2022,789321,25891403,380,380
FJUN610201501,08-06-2022,789201,25891403,300,316
FJUN611622603,08-06-2022,789622,25891403,291,291
FJUN69320501,08-06-2022,789320,25891203,188,188
FJUN610721602,08-06-2022,789721,25891203,362,453
FJUN610420602,08-06-2022,789420,25891203,442,442
FJUN611121203,08-06-2022,789121,25891203,379,379
FJUN610702203,08-06-2022,789702,25891203,399,420
FJUN611603601,08-06-2022,789603,25891203,110,138
FJUN69720601,08-06-2022,789720,25891203,265,265
FJUN69221402,08-06-2022,789221,25891203,306,306
FJUN69522303,08-06-2022,789522,25891203,289,321
FJUN611303302,08-06-2022,789303,25891203,394,394
FJUN610503502,08-06-2022,789503,25891203,497,497
FJUN610321403,08-06-2022,789321,25891203,488,488
FJUN611321203,08-06-2022,789321,25891203,374,374
FJUN69601203,08-06-2022,789601,25891203,269,299
FJUN69220102,08-06-2022,789220,25891102,442,442
FJUN611703403,08-06-2022,789703,25891102,432,432
FJUN69902601,08-06-2022,789902,25891102,458,458
FJUN610903501,08-06-2022,789903,25891102,254,318
FJUN611402503,08-06-2022,789402,25891102,374,374
FJUN69621102,08-06-2022,789621,25891102,496,496
FJUN610603502,08-06-2022,789603,25891102,334,334
FJUN611521603,08-06-2022,789521,25891102,461,461
FJUN610720202,08-06-2022,789720,25891102,258,322
FJUN611720402,08-06-2022,789720,25891102,493,493
FJUN611522502,08-06-2022,789522,25891102,459,459
FJUN610201102,08-06-2022,789201,25891102,313,313
FJUN610203603,08-06-2022,789203,25891202,230,242
FJUN69320501,08-06-2022,789320,25891202,119,119
FJUN610220202,08-06-2022,789220,25891202,316,316
FJUN69703503,08-06-2022,789703,25891202,443,443
FJUN610403202,08-06-2022,789403,25891202,198,198
FJUN611402503,08-06-2022,789402,25891202,356,396
FJUN610521202,08-06-2022,789521,25891202,168,187
FJUN611521202,08-06-2022,789521,25891202,353,353
FJUN610720202,08-06-2022,789720,25891202,136,170
FJUN610122503,08-06-2022,789122,25891202,360,360
FJUN69522303,08-06-2022,789522,25891202,242,242
FJUN69503602,08-06-2022,789503,25891202,197,197
FJUN69622302,08-06-2022,789622,25891202,364,404
FJUN611601603,08-06-2022,789601,25891202,371,412
FJUN611320302,08-06-2022,789320,25891302,31,31
FJUN611420501,08-06-2022,789420,25891302,88,88
FJUN610403302,08-06-2022,789403,25891302,65,65
FJUN610121302,08-06-2022,789121,25891302,59,59
FJUN69501501,08-06-2022,789501,25891302,86,91
FJUN610501302,08-06-2022,789501,25891302,20,20
FJUN611501403,08-06-2022,789501,25891302,85,85
FJUN610902302,08-06-2022,789902,25891302,68,68
FJUN610402403,08-06-2022,789402,25891302,94,94
FJUN611402302,08-06-2022,789402,25891302,96,96
FJUN69702302,08-06-2022,789702,25891302,24,25
FJUN69401302,08-06-2022,789401,25891302,88,98
FJUN611401601,08-06-2022,789401,25891302,63,66
FJUN611301603,08-06-2022,789301,25891302,49,49
FJUN69101302,08-06-2022,789101,25891302,24,24
FJUN611303302,08-06-2022,789303,25891302,47,47
FJUN610321403,08-06-2022,789321,25891302,47,47
FJUN69622302,08-06-2022,789622,25891302,42,42
FJUN611622302,08-06-2022,789622,25891302,22,22
FJUN611601603,08-06-2022,789601,25891302,79,88
FJUN611320401,08-06-2022,789320,25891401,393,393
FJUN69703401,08-06-2022,789703,25891401,200,211
FJUN610721602,08-06-2022,789721,25891401,249,249
FJUN611420401,08-06-2022,789420,25891401,278,278
FJUN69403401,08-06-2022,789403,25891401,222,247
FJUN610903501,08-06-2022,789903,25891401,398,497
FJUN610421402,08-06-2022,789421,25891401,238,250
FJUN69402401,08-06-2022,789402,25891401,352,352
FJUN69520401,08-06-2022,789520,25891401,192,213
FJUN611520401,08-06-2022,789520,25891401,416,416
FJUN610401603,08-06-2022,789401,25891401,277,277
FJUN611503501,08-06-2022,789503,25891401,299,299
FJUN69601501,08-06-2022,789601,25891401,313,313
FJUN610601502,08-06-2022,789601,25891401,247,247
FJUN611601603,08-06-2022,789601,25891401,241,268
FJUN611320402,08-06-2022,789320,25891103,405,450
FJUN69403603,08-06-2022,789403,25891103,500,500
FJUN611121203,08-06-2022,789121,25891103,477,477
FJUN610102201,08-06-2022,789102,25891103,473,473
FJUN610902302,08-06-2022,789902,25891103,370,370
FJUN69521103,08-06-2022,789521,25891103,403,403
FJUN69422103,08-06-2022,789422,25891103,358,398
FJUN610301603,08-06-2022,789301,25891103,305,321
FJUN610101403,08-06-2022,789101,25891103,374,374
FJUN610103601,08-06-2022,789103,25891103,436,436
FJUN69221402,08-06-2022,789221,25891103,322,322
FJUN611321203,08-06-2022,789321,25891103,302,302
FJUN69201601,08-06-2022,789201,25891103,493,493
FJUN69203201,08-06-2022,789203,25891201,143,151
FJUN611320201,08-06-2022,789320,25891201,448,448
FJUN611420201,08-06-2022,789420,25891201,213,213
FJUN611403603,08-06-2022,789403,25891201,184,184
FJUN611121203,08-06-2022,789121,25891201,241,301
FJUN610102201,08-06-2022,789102,25891201,342,342
FJUN69902601,08-06-2022,789902,25891201,271,271
FJUN69421201,08-06-2022,789421,25891201,423,470
FJUN611621503,08-06-2022,789621,25891201,461,461
FJUN69603201,08-06-2022,789603,25891201,97,102
FJUN611603601,08-06-2022,789603,25891201,156,156
FJUN611720402,08-06-2022,789720,25891201,316,316
FJUN611301603,08-06-2022,789301,25891201,149,149
FJUN69122201,08-06-2022,789122,25891201,326,362
FJUN610101403,08-06-2022,789101,25891201,287,287
FJUN69103501,08-06-2022,789103,25891201,203,254
FJUN611103303,08-06-2022,789103,25891201,372,413
FJUN69221201,08-06-2022,789221,25891201,476,476
FJUN69202503,08-06-2022,789202,25891201,330,330
FJUN610522201,08-06-2022,789522,25891201,209,209
FJUN610303201,08-06-2022,789303,25891201,428,476
FJUN69503602,08-06-2022,789503,25891201,156,156
FJUN611622603,08-06-2022,789622,25891201,374,374
FJUN610320503,08-06-2022,789320,25891503,126,158
FJUN69220503,08-06-2022,789220,25891503,242,242
FJUN610220603,08-06-2022,789220,25891503,219,219
FJUN69703503,08-06-2022,789703,25891503,246,246
FJUN69903603,08-06-2022,789903,25891503,98,103
FJUN611402503,08-06-2022,789402,25891503,181,181
FJUN611621503,08-06-2022,789621,25891503,193,214
FJUN610520503,08-06-2022,789520,25891503,190,190
FJUN69702601,08-06-2022,789702,25891503,116,122
FJUN611720503,08-06-2022,789720,25891503,232,232
FJUN69301602,08-06-2022,789301,25891503,177,177
FJUN610122503,08-06-2022,789122,25891503,159,159
FJUN69202503,08-06-2022,789202,25891503,178,178
FJUN611202503,08-06-2022,789202,25891503,151,151
FJUN611201503,08-06-2022,789201,25891503,146,146
FJUN614203601,11-06-2022,789203,25891601,67,67
FJUN612320601,11-06-2022,789320,25891601,132,132
FJUN612220602,11-06-2022,789220,25891601,91,114
FJUN614102601,11-06-2022,789102,25891601,155,163
FJUN612902601,11-06-2022,789902,25891601,179,199
FJUN613402601,11-06-2022,789402,25891601,98,98
FJUN612520602,11-06-2022,789520,25891601,156,173
FJUN612702601,11-06-2022,789702,25891601,145,145
FJUN613603601,11-06-2022,789603,25891601,103,103
FJUN612720603,11-06-2022,789720,25891601,199,199
FJUN612422603,11-06-2022,789422,25891601,69,86
FJUN612122601,11-06-2022,789122,25891601,67,71
FJUN612103603,11-06-2022,789103,25891601,98,98
FJUN612221601,11-06-2022,789221,25891601,47,52
FJUN613303601,11-06-2022,789303,25891601,77,77
FJUN614303601,11-06-2022,789303,25891601,150,150
FJUN614503601,11-06-2022,789503,25891601,193,193
FJUN614321602,11-06-2022,789321,25891601,135,135
FJUN612201601,11-06-2022,789201,25891601,190,190
FJUN613622603,11-06-2022,789622,25891601,168,187
FJUN614601602,11-06-2022,789601,25891601,56,62
FJUN614203601,11-06-2022,789203,25891301,78,82
FJUN614320301,11-06-2022,789320,25891301,51,51
FJUN612220602,11-06-2022,789220,25891301,55,55
FJUN613220303,11-06-2022,789220,25891301,68,68
FJUN614420301,11-06-2022,789420,25891301,45,45
FJUN613403602,11-06-2022,789403,25891301,21,21
FJUN612902601,11-06-2022,789902,25891301,37,37
FJUN613402601,11-06-2022,789402,25891301,82,82
FJUN614520301,11-06-2022,789520,25891301,44,49
FJUN612603301,11-06-2022,789603,25891301,45,45
FJUN613401401,11-06-2022,789401,25891301,56,56
FJUN613422302,11-06-2022,789422,25891301,77,77
FJUN613301301,11-06-2022,789301,25891301,43,43
FJUN614122301,11-06-2022,789122,25891301,45,45
FJUN613101402,11-06-2022,789101,25891301,61,61
FJUN613221503,11-06-2022,789221,25891301,54,54
FJUN612303603,11-06-2022,789303,25891301,38,42
FJUN613303601,11-06-2022,789303,25891301,19,21
FJUN613503502,11-06-2022,789503,25891301,83,83
FJUN614201301,11-06-2022,789201,25891301,90,100
FJUN613403602,11-06-2022,789403,25891402,211,211
FJUN612421602,11-06-2022,789421,25891402,190,211
FJUN614702503,11-06-2022,789702,25891402,195,217
FJUN614521502,11-06-2022,789521,25891402,492,492
FJUN613720403,11-06-2022,789720,25891402,261,326
FJUN614720503,11-06-2022,789720,25891402,315,315
FJUN613422602,11-06-2022,789422,25891402,437,437
FJUN612122403,11-06-2022,789122,25891402,418,418
FJUN613122402,11-06-2022,789122,25891402,193,214
FJUN612101502,11-06-2022,789101,25891402,348,348
FJUN613101402,11-06-2022,789101,25891402,383,383
FJUN612522402,11-06-2022,789522,25891402,204,204
FJUN613522402,11-06-2022,789522,25891402,484,484
FJUN614522402,11-06-2022,789522,25891402,345,345
FJUN613503502,11-06-2022,789503,25891402,295,295
FJUN613321402,11-06-2022,789321,25891402,374,374
FJUN614203601,11-06-2022,789203,25891501,192,240
FJUN612320601,11-06-2022,789320,25891501,180,200
FJUN612220602,11-06-2022,789220,25891501,229,229
FJUN612703501,11-06-2022,789703,25891501,243,243
FJUN614721501,11-06-2022,789721,25891501,106,106
FJUN614121502,11-06-2022,789121,25891501,199,221
FJUN614903501,11-06-2022,789903,25891501,190,238
FJUN612402501,11-06-2022,789402,25891501,103,103
FJUN613621501,11-06-2022,789621,25891501,140,140
FJUN613301501,11-06-2022,789301,25891501,132,132
FJUN614221501,11-06-2022,789221,25891501,114,114
FJUN614303601,11-06-2022,789303,25891501,173,173
FJUN613201602,11-06-2022,789201,25891501,165,165
FJUN612622603,11-06-2022,789622,25891501,129,129
FJUN613601603,11-06-2022,789601,25891501,110,122
FJUN612220602,11-06-2022,789220,25891602,177,197
FJUN613403602,11-06-2022,789403,25891602,139,139
FJUN614121602,11-06-2022,789121,25891602,130,130
FJUN614501602,11-06-2022,789501,25891602,153,153
FJUN612421602,11-06-2022,789421,25891602,148,164
FJUN612520602,11-06-2022,789520,25891602,111,139
FJUN612422602,11-06-2022,789422,25891602,120,120
FJUN613422602,11-06-2022,789422,25891602,154,154
FJUN614422602,11-06-2022,789422,25891602,161,161
FJUN612301602,11-06-2022,789301,25891602,138,138
FJUN612202602,11-06-2022,789202,25891602,59,59
FJUN614202602,11-06-2022,789202,25891602,79,79
FJUN614321602,11-06-2022,789321,25891602,152,160
FJUN612201602,11-06-2022,789201,25891602,131,131
FJUN613201602,11-06-2022,789201,25891602,95,95
FJUN614601602,11-06-2022,789601,25891602,159,167
FJUN612203401,11-06-2022,789203,25891101,495,495
FJUN612721101,11-06-2022,789721,25891101,424,424
FJUN613121101,11-06-2022,789121,25891101,427,474
FJUN613102101,11-06-2022,789102,25891101,442,442
FJUN614102601,11-06-2022,789102,25891101,314,314
FJUN612402101,11-06-2022,789402,25891101,386,386
FJUN613520101,11-06-2022,789520,25891101,326,407
FJUN612702101,11-06-2022,789702,25891101,288,303
FJUN613702101,11-06-2022,789702,25891101,375,375
FJUN613720403,11-06-2022,789720,25891101,302,302
FJUN614720503,11-06-2022,789720,25891101,360,360
FJUN612401302,11-06-2022,789401,25891101,483,483
FJUN613401101,11-06-2022,789401,25891101,453,453
FJUN613303603,11-06-2022,789303,25891101,476,476
FJUN612201602,11-06-2022,789201,25891101,329,329
FJUN613622603,11-06-2022,789622,25891101,330,330
FJUN613601603,11-06-2022,789601,25891101,445,468
FJUN613203603,11-06-2022,789203,25891603,191,191
FJUN612320603,11-06-2022,789320,25891603,86,86
FJUN612703603,11-06-2022,789703,25891603,191,191
FJUN612420603,11-06-2022,789420,25891603,106,106
FJUN614420603,11-06-2022,789420,25891603,118,118
FJUN612121603,11-06-2022,789121,25891603,113,113
FJUN612621603,11-06-2022,789621,25891603,190,190
FJUN613520603,11-06-2022,789520,25891603,138,145
FJUN612720603,11-06-2022,789720,25891603,132,165
FJUN612422603,11-06-2022,789422,25891603,108,108
FJUN612103603,11-06-2022,789103,25891603,131,146
FJUN612202603,11-06-2022,789202,25891603,57,57
FJUN612303603,11-06-2022,789303,25891603,91,91
FJUN613303603,11-06-2022,789303,25891603,127,127
FJUN612503603,11-06-2022,789503,25891603,82,82
FJUN612622603,11-06-2022,789622,25891603,62,77
FJUN613622603,11-06-2022,789622,25891603,126,140
FJUN612601603,11-06-2022,789601,25891603,103,108
FJUN613601603,11-06-2022,789601,25891603,154,171
FJUN612203303,11-06-2022,789203,25891303,47,47
FJUN613220303,11-06-2022,789220,25891303,38,38
FJUN614220502,11-06-2022,789220,25891303,80,84
FJUN612403303,11-06-2022,789403,25891303,29,29
FJUN612501401,11-06-2022,789501,25891303,61,61
FJUN614501303,11-06-2022,789501,25891303,76,80
FJUN613421303,11-06-2022,789421,25891303,98,98
FJUN614421303,11-06-2022,789421,25891303,97,97
FJUN613402601,11-06-2022,789402,25891303,74,74
FJUN612621603,11-06-2022,789621,25891303,47,47
FJUN614603401,11-06-2022,789603,25891303,44,44
FJUN613401303,11-06-2022,789401,25891303,53,53
FJUN612422303,11-06-2022,789422,25891303,72,76
FJUN614422303,11-06-2022,789422,25891303,53,59
FJUN614101503,11-06-2022,789101,25891303,40,44
FJUN614522303,11-06-2022,789522,25891303,22,23
FJUN612321303,11-06-2022,789321,25891303,61,61
FJUN612201602,11-06-2022,789201,25891303,32,36
FJUN613201602,11-06-2022,789201,25891303,72,72
FJUN612601603,11-06-2022,789601,25891303,87,92
FJUN614601602,11-06-2022,789601,25891303,42,47
FJUN614220502,11-06-2022,789220,25891502,204,204
FJUN612703603,11-06-2022,789703,25891502,123,123
FJUN613703503,11-06-2022,789703,25891502,174,174
FJUN614121502,11-06-2022,789121,25891502,127,134
FJUN612402502,11-06-2022,789402,25891502,127,141
FJUN612621603,11-06-2022,789621,25891502,233,233
FJUN612702601,11-06-2022,789702,25891502,218,230
FJUN614521502,11-06-2022,789521,25891502,204,204
FJUN614401502,11-06-2022,789401,25891502,183,183
FJUN612122502,11-06-2022,789122,25891502,141,176
FJUN614122502,11-06-2022,789122,25891502,162,202
FJUN612101502,11-06-2022,789101,25891502,147,147
FJUN614101503,11-06-2022,789101,25891502,152,152
FJUN612202602,11-06-2022,789202,25891502,187,187
FJUN614202602,11-06-2022,789202,25891502,194,194
FJUN612303502,11-06-2022,789303,25891502,137,137
FJUN613303601,11-06-2022,789303,25891502,142,158
FJUN614303601,11-06-2022,789303,25891502,229,241
FJUN613503502,11-06-2022,789503,25891502,161,161
FJUN612321502,11-06-2022,789321,25891502,186,186
FJUN613601603,11-06-2022,789601,25891502,212,212
FJUN612121403,11-06-2022,789121,25891403,334,418
FJUN613121403,11-06-2022,789121,25891403,463,463
FJUN614121403,11-06-2022,789121,25891403,379,379
FJUN612421403,11-06-2022,789421,25891403,203,203
FJUN612402501,11-06-2022,789402,25891403,380,380
FJUN614402403,11-06-2022,789402,25891403,231,231
FJUN612520403,11-06-2022,789520,25891403,337,337
FJUN614520403,11-06-2022,789520,25891403,330,347
FJUN613521403,11-06-2022,789521,25891403,477,477
FJUN613720403,11-06-2022,789720,25891403,325,325
FJUN614720503,11-06-2022,789720,25891403,218,272
FJUN612122403,11-06-2022,789122,25891403,494,494
FJUN614103403,11-06-2022,789103,25891403,406,406
FJUN613303601,11-06-2022,789303,25891403,207,230
FJUN612622403,11-06-2022,789622,25891403,453,453
FJUN612601403,11-06-2022,789601,25891403,276,345
FJUN613601603,11-06-2022,789601,25891403,312,328
FJUN612320601,11-06-2022,789320,25891203,148,148
FJUN612703603,11-06-2022,789703,25891203,241,241
FJUN614420203,11-06-2022,789420,25891203,240,240
FJUN612121403,11-06-2022,789121,25891203,462,462
FJUN612501401,11-06-2022,789501,25891203,282,352
FJUN613102203,11-06-2022,789102,25891203,314,349
FJUN614902203,11-06-2022,789902,25891203,273,273
FJUN612520403,11-06-2022,789520,25891203,182,192
FJUN612401302,11-06-2022,789401,25891203,210,210
FJUN614422203,11-06-2022,789422,25891203,121,127
FJUN612122203,11-06-2022,789122,25891203,113,141
FJUN614622203,11-06-2022,789622,25891203,432,432
FJUN612203401,11-06-2022,789203,25891102,459,459
FJUN614203601,11-06-2022,789203,25891102,366,366
FJUN612403202,11-06-2022,789403,25891102,481,481
FJUN612421403,11-06-2022,789421,25891102,292,307
FJUN613520603,11-06-2022,789520,25891102,385,481
FJUN612702102,11-06-2022,789702,25891102,272,302
FJUN613521103,11-06-2022,789521,25891102,373,414
FJUN614122502,11-06-2022,789122,25891102,265,331
FJUN612221102,11-06-2022,789221,25891102,371,371
FJUN613221503,11-06-2022,789221,25891102,420,420
FJUN612503102,11-06-2022,789503,25891102,351,351
FJUN614321602,11-06-2022,789321,25891102,419,441
FJUN613320503,11-06-2022,789320,25891202,312,312
FJUN614320301,11-06-2022,789320,25891202,240,240
FJUN612220602,11-06-2022,789220,25891202,361,361
FJUN613721202,11-06-2022,789721,25891202,411,411
FJUN613420202,11-06-2022,789420,25891202,454,454
FJUN612403202,11-06-2022,789403,25891202,300,300
FJUN612102202,11-06-2022,789102,25891202,282,352
FJUN614102601,11-06-2022,789102,25891202,230,242
FJUN612902202,11-06-2022,789902,25891202,479,479
FJUN614421202,11-06-2022,789421,25891202,361,401
FJUN613520202,11-06-2022,789520,25891202,380,475
FJUN613603202,11-06-2022,789603,25891202,350,350
FJUN613401401,11-06-2022,789401,25891202,355,355
FJUN612422603,11-06-2022,789422,25891202,309,386
FJUN614303601,11-06-2022,789303,25891202,185,185
FJUN612201602,11-06-2022,789201,25891202,428,428
FJUN613203302,11-06-2022,789203,25891302,57,57
FJUN613320503,11-06-2022,789320,25891302,96,96
FJUN612420302,11-06-2022,789420,25891302,33,41
FJUN613403602,11-06-2022,789403,25891302,37,37
FJUN614102302,11-06-2022,789102,25891302,23,23
FJUN613902302,11-06-2022,789902,25891302,41,41
FJUN614903501,11-06-2022,789903,25891302,41,46
FJUN613402601,11-06-2022,789402,25891302,71,71
FJUN614402503,11-06-2022,789402,25891302,42,42
FJUN612401302,11-06-2022,789401,25891302,53,53
FJUN613422302,11-06-2022,789422,25891302,54,68
FJUN614301302,11-06-2022,789301,25891302,56,70
FJUN612103302,11-06-2022,789103,25891302,85,89
FJUN614103302,11-06-2022,789103,25891302,57,57
FJUN612202602,11-06-2022,789202,25891302,59,59
FJUN614522302,11-06-2022,789522,25891302,27,30
FJUN612321502,11-06-2022,789321,25891302,76,76
FJUN614321602,11-06-2022,789321,25891302,82,82
FJUN612203401,11-06-2022,789203,25891401,379,379
FJUN612501401,11-06-2022,789501,25891401,256,284
FJUN614902401,11-06-2022,789902,25891401,315,315
FJUN612421401,11-06-2022,789421,25891401,368,387
FJUN612621603,11-06-2022,789621,25891401,345,345
FJUN614603401,11-06-2022,789603,25891401,453,477
FJUN613720403,11-06-2022,789720,25891401,259,259
FJUN613401401,11-06-2022,789401,25891401,422,422
FJUN614301401,11-06-2022,789301,25891401,263,263
FJUN614122401,11-06-2022,789122,25891401,401,446
FJUN612202602,11-06-2022,789202,25891401,251,251
FJUN613321402,11-06-2022,789321,25891401,231,231
FJUN614201503,11-06-2022,789201,25891401,460,460
FJUN612203401,11-06-2022,789203,25891103,311,311
FJUN613220303,11-06-2022,789220,25891103,487,487
FJUN613703503,11-06-2022,789703,25891103,347,386
FJUN614703503,11-06-2022,789703,25891103,444,444
FJUN613721503,11-06-2022,789721,25891103,396,396
FJUN613420103,11-06-2022,789420,25891103,387,387
FJUN614121103,11-06-2022,789121,25891103,344,382
FJUN613501503,11-06-2022,789501,25891103,402,447
FJUN614501602,11-06-2022,789501,25891103,346,346
FJUN613102103,11-06-2022,789102,25891103,398,398
FJUN614902401,11-06-2022,789902,25891103,419,419
FJUN613902201,11-06-2022,789902,25891103,304,304
FJUN613903103,11-06-2022,789903,25891103,354,443
FJUN613421103,11-06-2022,789421,25891103,436,436
FJUN614621103,11-06-2022,789621,25891103,310,387
FJUN613521103,11-06-2022,789521,25891103,379,399
FJUN613720403,11-06-2022,789720,25891103,336,336
FJUN614122401,11-06-2022,789122,25891103,324,324
FJUN612522201,11-06-2022,789522,25891103,497,497
FJUN613522402,11-06-2022,789522,25891103,454,454
FJUN614522103,11-06-2022,789522,25891103,429,429
FJUN613321402,11-06-2022,789321,25891103,365,365
FJUN614321602,11-06-2022,789321,25891103,499,499
FJUN614201503,11-06-2022,789201,25891103,366,366
FJUN613203302,11-06-2022,789203,25891201,241,241
FJUN612220602,11-06-2022,789220,25891201,261,261
FJUN612121403,11-06-2022,789121,25891201,325,325
FJUN612501401,11-06-2022,789501,25891201,106,133
FJUN613902201,11-06-2022,789902,25891201,331,331
FJUN612421201,11-06-2022,789421,25891201,321,357
FJUN612402501,11-06-2022,789402,25891201,305,339
FJUN612621603,11-06-2022,789621,25891201,421,443
FJUN613621501,11-06-2022,789621,25891201,238,238
FJUN614521201,11-06-2022,789521,25891201,314,314
FJUN613422201,11-06-2022,789422,25891201,493,493
FJUN612301602,11-06-2022,789301,25891201,156,164
FJUN614301401,11-06-2022,789301,25891201,154,162
FJUN613122201,11-06-2022,789122,25891201,312,347
FJUN614202602,11-06-2022,789202,25891201,414,460
FJUN612522201,11-06-2022,789522,25891201,439,488
FJUN613203503,11-06-2022,789203,25891503,105,105
FJUN613320503,11-06-2022,789320,25891503,120,120
FJUN613703503,11-06-2022,789703,25891503,169,169
FJUN614703503,11-06-2022,789703,25891503,246,246
FJUN613721503,11-06-2022,789721,25891503,174,174
FJUN613501503,11-06-2022,789501,25891503,248,248
FJUN613421503,11-06-2022,789421,25891503,198,248
FJUN614402503,11-06-2022,789402,25891503,200,200
FJUN614702503,11-06-2022,789702,25891503,83,104
FJUN612720603,11-06-2022,789720,25891503,162,170
FJUN614720503,11-06-2022,789720,25891503,188,235
FJUN612422602,11-06-2022,789422,25891503,224,224
FJUN614101503,11-06-2022,789101,25891503,133,133
FJUN613221503,11-06-2022,789221,25891503,224,224
FJUN613303601,11-06-2022,789303,25891503,146,146
FJUN614201503,11-06-2022,789201,25891503,137,144
FJUN615203601,13-06-2022,789203,25891601,118,118
FJUN616203601,13-06-2022,789203,25891601,104,104
FJUN615320601,13-06-2022,789320,25891601,121,121
FJUN614703601,13-06-2022,789703,25891601,191,191
FJUN614721602,13-06-2022,789721,25891601,112,112
FJUN614403601,13-06-2022,789403,25891601,190,190
FJUN616403601,13-06-2022,789403,25891601,149,186
FJUN615121601,13-06-2022,789121,25891601,53,53
FJUN615102602,13-06-2022,789102,25891601,126,133
FJUN616903601,13-06-2022,789903,25891601,132,132
FJUN615421601,13-06-2022,789421,25891601,143,179
FJUN616421601,13-06-2022,789421,25891601,178,198
FJUN614702601,13-06-2022,789702,25891601,108,135
FJUN614521601,13-06-2022,789521,25891601,59,59
FJUN614422601,13-06-2022,789422,25891601,180,180
